	Web_URL
475	https://www.commonsensemedia.org/music-reviews/shwayze
476	https://www.commonsensemedia.org/music-reviews/the-recession
477	https://www.commonsensemedia.org/music-reviews/paper-trail
478	https://www.commonsensemedia.org/music-reviews/brass-knuckles
479	https://www.commonsensemedia.org/music-reviews/thr33-ringz
480	https://www.commonsensemedia.org/music-reviews/theater-of-the-mind
481	https://www.commonsensemedia.org/music-reviews/relapse
482	https://www.commonsensemedia.org/music-reviews/we-are-young-money
483	https://www.commonsensemedia.org/music-reviews/hell-the-sequel
484	https://www.commonsensemedia.org/music-reviews/tha-carter-iv
485	https://www.commonsensemedia.org/music-reviews/trigga
486	https://www.commonsensemedia.org/music-reviews/born-to-play
487	https://www.commonsensemedia.org/music-reviews/groove-to-the-music
488	https://www.commonsensemedia.org/music-reviews/the-johnny-cash-childrens-album
489	https://www.commonsensemedia.org/music-reviews/camp-lisa
490	https://www.commonsensemedia.org/music-reviews/wrapped-in-red
491	https://www.commonsensemedia.org/music-reviews/rejoyce-the-christmas-album
492	https://www.commonsensemedia.org/music-reviews/abbey-road
493	https://www.commonsensemedia.org/music-reviews/a-hard-days-night-soundtrack
494	https://www.commonsensemedia.org/music-reviews/help-soundtrack
495	https://www.commonsensemedia.org/music-reviews/a-thousand-different-ways
496	https://www.commonsensemedia.org/music-reviews/closer
497	https://www.commonsensemedia.org/music-reviews/measure-of-a-man
498	https://www.commonsensemedia.org/music-reviews/one-love
499	https://www.commonsensemedia.org/music-reviews/borrowed-heaven
500	https://www.commonsensemedia.org/music-reviews/hilary-duff
501	https://www.commonsensemedia.org/music-reviews/blue-skies
502	https://www.commonsensemedia.org/music-reviews/beautiful-soul
503	https://www.commonsensemedia.org/music-reviews/on-my-way-here
504	https://www.commonsensemedia.org/music-reviews/a-public-affair
505	https://www.commonsensemedia.org/music-reviews/dignity
506	https://www.commonsensemedia.org/music-reviews/continuum
507	https://www.commonsensemedia.org/music-reviews/most-wanted
508	https://www.commonsensemedia.org/music-reviews/you-stand-watching
509	https://www.commonsensemedia.org/music-reviews/como-ama-una-mujer
510	https://www.commonsensemedia.org/music-reviews/family
511	https://www.commonsensemedia.org/music-reviews/brave
512	https://www.commonsensemedia.org/music-reviews/michael
513	https://www.commonsensemedia.org/music-reviews/stronger
514	https://www.commonsensemedia.org/music-reviews/no-strings-attached
515	https://www.commonsensemedia.org/music-reviews/coexist
516	https://www.commonsensemedia.org/music-reviews/band-on-the-run
517	https://www.commonsensemedia.org/music-reviews/soulful
518	https://www.commonsensemedia.org/music-reviews/folklore
519	https://www.commonsensemedia.org/music-reviews/fefe-dobson
520	https://www.commonsensemedia.org/music-reviews/take-it-all-away
521	https://www.commonsensemedia.org/music-reviews/lost-and-found
522	https://www.commonsensemedia.org/music-reviews/speak
523	https://www.commonsensemedia.org/music-reviews/thankful
524	https://www.commonsensemedia.org/music-reviews/daughtry
525	https://www.commonsensemedia.org/music-reviews/breakaway
526	https://www.commonsensemedia.org/music-reviews/whisper-war
527	https://www.commonsensemedia.org/music-reviews/beauty-and-the-beat
528	https://www.commonsensemedia.org/music-reviews/afterglow
529	https://www.commonsensemedia.org/music-reviews/so-called-chaos
530	https://www.commonsensemedia.org/music-reviews/poodle-hat
531	https://www.commonsensemedia.org/music-reviews/gold-medal
532	https://www.commonsensemedia.org/music-reviews/free-yourself
533	https://www.commonsensemedia.org/music-reviews/soulo
534	https://www.commonsensemedia.org/music-reviews/the-first-lady
535	https://www.commonsensemedia.org/music-reviews/right-where-you-want-me
536	https://www.commonsensemedia.org/music-reviews/hotel-paper
537	https://www.commonsensemedia.org/music-reviews/wildflower
538	https://www.commonsensemedia.org/music-reviews/ms-kelly
539	https://www.commonsensemedia.org/music-reviews/the-breakthrough
540	https://www.commonsensemedia.org/music-reviews/whats-left-of-me
541	https://www.commonsensemedia.org/music-reviews/ms-kelly-diva-deluxe
542	https://www.commonsensemedia.org/music-reviews/my-december
543	https://www.commonsensemedia.org/music-reviews/flavors-of-entanglement
544	https://www.commonsensemedia.org/music-reviews/detours
545	https://www.commonsensemedia.org/music-reviews/growing-pains
546	https://www.commonsensemedia.org/music-reviews/the-best-damn-thing
547	https://www.commonsensemedia.org/music-reviews/under-my-skin
548	https://www.commonsensemedia.org/music-reviews/do-you-know
549	https://www.commonsensemedia.org/music-reviews/all-i-ever-wanted
550	https://www.commonsensemedia.org/music-reviews/the-fray
551	https://www.commonsensemedia.org/music-reviews/love-is
552	https://www.commonsensemedia.org/music-reviews/let-go
553	https://www.commonsensemedia.org/music-reviews/battle-studies
554	https://www.commonsensemedia.org/music-reviews/shes-so-unusual
555	https://www.commonsensemedia.org/music-reviews/innervisions
556	https://www.commonsensemedia.org/music-reviews/born-to-run
557	https://www.commonsensemedia.org/music-reviews/whos-next
558	https://www.commonsensemedia.org/music-reviews/the-wanted
559	https://www.commonsensemedia.org/music-reviews/welcome-to-the-fishbowl
560	https://www.commonsensemedia.org/music-reviews/in-this-skin
561	https://www.commonsensemedia.org/music-reviews/heavier-things
562	https://www.commonsensemedia.org/music-reviews/body-language
563	https://www.commonsensemedia.org/music-reviews/nick-cannon
564	https://www.commonsensemedia.org/music-reviews/tyrannosaurus-hives
565	https://www.commonsensemedia.org/music-reviews/a-little-more-personal-raw
566	https://www.commonsensemedia.org/music-reviews/chariot
567	https://www.commonsensemedia.org/music-reviews/hot-fuss
568	https://www.commonsensemedia.org/music-reviews/broken-boy-soldiers
569	https://www.commonsensemedia.org/music-reviews/bday
570	https://www.commonsensemedia.org/music-reviews/justin-guarini
571	https://www.commonsensemedia.org/music-reviews/how-to-save-a-life
572	https://www.commonsensemedia.org/music-reviews/wincing-the-night-away
573	https://www.commonsensemedia.org/music-reviews/extraordinary-machine
574	https://www.commonsensemedia.org/music-reviews/the-return
575	https://www.commonsensemedia.org/music-reviews/insomniac
576	https://www.commonsensemedia.org/music-reviews/graduation
577	https://www.commonsensemedia.org/music-reviews/hook-me-up
578	https://www.commonsensemedia.org/music-reviews/femme-fatale
579	https://www.commonsensemedia.org/music-reviews/4
580	https://www.commonsensemedia.org/music-reviews/london-calling
581	https://www.commonsensemedia.org/music-reviews/the-miseducation-of-lauryn-hill
582	https://www.commonsensemedia.org/music-reviews/in-the-zone
583	https://www.commonsensemedia.org/music-reviews/stripped
584	https://www.commonsensemedia.org/music-reviews/justified
585	https://www.commonsensemedia.org/music-reviews/phrenology
586	https://www.commonsensemedia.org/music-reviews/get-away-from-me
587	https://www.commonsensemedia.org/music-reviews/hurt-no-more
588	https://www.commonsensemedia.org/music-reviews/a-grand-dont-come-for-free
589	https://www.commonsensemedia.org/music-reviews/sawdust
590	https://www.commonsensemedia.org/music-reviews/rise-and-fall-rage-and-grace
591	https://www.commonsensemedia.org/music-reviews/game-theory
592	https://www.commonsensemedia.org/music-reviews/sams-town
593	https://www.commonsensemedia.org/music-reviews/loose
594	https://www.commonsensemedia.org/music-reviews/kevin-lyttle
595	https://www.commonsensemedia.org/music-reviews/seven
596	https://www.commonsensemedia.org/music-reviews/fantasia
597	https://www.commonsensemedia.org/music-reviews/big-dog-daddy
598	https://www.commonsensemedia.org/music-reviews/gavin-degraw
599	https://www.commonsensemedia.org/music-reviews/departure
600	https://www.commonsensemedia.org/music-reviews/blackout
601	https://www.commonsensemedia.org/music-reviews/bionic
602	https://www.commonsensemedia.org/music-reviews/the-doors
603	https://www.commonsensemedia.org/music-reviews/ropin-the-wind
604	https://www.commonsensemedia.org/music-reviews/lotus
605	https://www.commonsensemedia.org/music-reviews/the-2020-experience
606	https://www.commonsensemedia.org/music-reviews/the-2020-experience-2-of-2
607	https://www.commonsensemedia.org/music-reviews/britney-jean
608	https://www.commonsensemedia.org/music-reviews/dutty-rock
609	https://www.commonsensemedia.org/music-reviews/dangerously-in-love
610	https://www.commonsensemedia.org/music-reviews/late-registration
611	https://www.commonsensemedia.org/music-reviews/first-impressions-of-earth
612	https://www.commonsensemedia.org/music-reviews/the-cure
613	https://www.commonsensemedia.org/music-reviews/circus
614	https://www.commonsensemedia.org/music-reviews/room-on-fire
615	https://www.commonsensemedia.org/music-reviews/splinter
616	https://www.commonsensemedia.org/music-reviews/americas-sweetheart
617	https://www.commonsensemedia.org/music-reviews/permission-to-land
618	https://www.commonsensemedia.org/music-reviews/boy-in-da-corner
619	https://www.commonsensemedia.org/music-reviews/vision-valley
620	https://www.commonsensemedia.org/music-reviews/my-beautiful-dark-twisted-fantasy
621	https://www.commonsensemedia.org/music-reviews/the-documentary
622	https://www.commonsensemedia.org/music-reviews/yeezus
623	https://www.commonsensemedia.org/music-reviews/the-glow-cd-single
624	https://www.commonsensemedia.org/music-reviews/sneakernight-cd-single
625	https://www.commonsensemedia.org/music-reviews/leave-it-all-to-me-cd-single
626	https://www.commonsensemedia.org/music-reviews/run-it-back-again-cd-single
627	https://www.commonsensemedia.org/music-reviews/one-time-cd-single
628	https://www.commonsensemedia.org/music-reviews/send-it-on-cd-single
629	https://www.commonsensemedia.org/music-reviews/love-me-cd-single
630	https://www.commonsensemedia.org/music-reviews/favorite-girl-cd-single
631	https://www.commonsensemedia.org/music-reviews/baby-cd-single
632	https://www.commonsensemedia.org/music-reviews/u-smile-cd-single
633	https://www.commonsensemedia.org/music-reviews/somebody-to-love-cd-single
634	https://www.commonsensemedia.org/music-reviews/who-says-cd-single
635	https://www.commonsensemedia.org/music-reviews/friday-cd-single
636	https://www.commonsensemedia.org/music-reviews/love-you-like-a-love-song-cd-single
637	https://www.commonsensemedia.org/music-reviews/watch-me-cd-single
638	https://www.commonsensemedia.org/music-reviews/my-moment-cd-single
639	https://www.commonsensemedia.org/music-reviews/advice-cd-single
640	https://www.commonsensemedia.org/music-reviews/if-i-ruled-the-world-cd-single
641	https://www.commonsensemedia.org/music-reviews/mistletoe-cd-single
642	https://www.commonsensemedia.org/music-reviews/ttylxox-cd-single
643	https://www.commonsensemedia.org/music-reviews/something-to-dance-for-cd-single
644	https://www.commonsensemedia.org/music-reviews/all-around-the-world-cd-single
645	https://www.commonsensemedia.org/music-reviews/windows-down-cd-single
646	https://www.commonsensemedia.org/music-reviews/heard-it-on-the-radio-cd-single
647	https://www.commonsensemedia.org/music-reviews/holla-at-the-dj-cd-single
648	https://www.commonsensemedia.org/music-reviews/what-about-love-cd-single
649	https://www.commonsensemedia.org/music-reviews/the-fox-cd-single
650	https://www.commonsensemedia.org/music-reviews/heartbreaker-cd-single
651	https://www.commonsensemedia.org/music-reviews/cannonball-cd-single
652	https://www.commonsensemedia.org/music-reviews/early-winter-cd-single
653	https://www.commonsensemedia.org/music-reviews/double-dutch-bus-cd-single
654	https://www.commonsensemedia.org/music-reviews/full-circle-cd-single
655	https://www.commonsensemedia.org/music-reviews/7-things-cd-single
656	https://www.commonsensemedia.org/music-reviews/one-love-cd-single
657	https://www.commonsensemedia.org/music-reviews/all-the-way-around-cd-single
658	https://www.commonsensemedia.org/music-reviews/paranoid-cd-single
659	https://www.commonsensemedia.org/music-reviews/falling-down-cd-single
660	https://www.commonsensemedia.org/music-reviews/you-and-your-heart-cd-single
661	https://www.commonsensemedia.org/music-reviews/just-the-way-you-are-cd-single
662	https://www.commonsensemedia.org/music-reviews/the-boys-of-fall-cd-single
663	https://www.commonsensemedia.org/music-reviews/whip-my-hair-cd-single
664	https://www.commonsensemedia.org/music-reviews/firework-cd-single
665	https://www.commonsensemedia.org/music-reviews/boyfriend-cd-single
666	https://www.commonsensemedia.org/music-reviews/21st-century-girl-cd-single
667	https://www.commonsensemedia.org/music-reviews/next-2-you-cd-single
668	https://www.commonsensemedia.org/music-reviews/that-should-be-me-cd-single
669	https://www.commonsensemedia.org/music-reviews/i-love-you-this-big-cd-single
670	https://www.commonsensemedia.org/music-reviews/like-my-mother-does-cd-single
671	https://www.commonsensemedia.org/music-reviews/out-of-summertime-cd-single
672	https://www.commonsensemedia.org/music-reviews/see-no-more-cd-single
673	https://www.commonsensemedia.org/music-reviews/just-in-love-cd-single
674	https://www.commonsensemedia.org/music-reviews/what-makes-you-beautiful-cd-single
675	https://www.commonsensemedia.org/music-reviews/one-thing-cd-single
676	https://www.commonsensemedia.org/music-reviews/home-cd-single
677	https://www.commonsensemedia.org/music-reviews/survival-cd-single
678	https://www.commonsensemedia.org/music-reviews/settle-down-cd-single
679	https://www.commonsensemedia.org/music-reviews/ready-or-not-cd-single
680	https://www.commonsensemedia.org/music-reviews/kite-cd-single
681	https://www.commonsensemedia.org/music-reviews/hall-of-fame-cd-single
682	https://www.commonsensemedia.org/music-reviews/safe-and-sound-cd-single
683	https://www.commonsensemedia.org/music-reviews/roar-cd-single
684	https://www.commonsensemedia.org/music-reviews/baby-i-cd-single
685	https://www.commonsensemedia.org/music-reviews/best-song-ever-cd-single
686	https://www.commonsensemedia.org/music-reviews/recovery-cd-single
687	https://www.commonsensemedia.org/music-reviews/story-of-my-life-cd-single
688	https://www.commonsensemedia.org/music-reviews/burn-cd-single
689	https://www.commonsensemedia.org/music-reviews/calling-all-the-monsters-cd-single
690	https://www.commonsensemedia.org/music-reviews/tattoo-cd-single
691	https://www.commonsensemedia.org/music-reviews/tonight-cd-single
692	https://www.commonsensemedia.org/music-reviews/the-climb-cd-single
693	https://www.commonsensemedia.org/music-reviews/a-little-too-not-over-you-cd-single
694	https://www.commonsensemedia.org/music-reviews/hey-cd-single
695	https://www.commonsensemedia.org/music-reviews/this-is-it-cd-single
696	https://www.commonsensemedia.org/music-reviews/hold-my-hand-cd-single
697	https://www.commonsensemedia.org/music-reviews/this-time-cd-single
698	https://www.commonsensemedia.org/music-reviews/stereo-hearts-cd-single
699	https://www.commonsensemedia.org/music-reviews/we-found-love-cd-single
700	https://www.commonsensemedia.org/music-reviews/die-in-your-arms-cd-single
701	https://www.commonsensemedia.org/music-reviews/fashion-is-my-kryptonite-cd-single
702	https://www.commonsensemedia.org/music-reviews/counting-stars-cd-single
703	https://www.commonsensemedia.org/music-reviews/let-her-go-cd-single
704	https://www.commonsensemedia.org/music-reviews/pompeii-cd-single
705	https://www.commonsensemedia.org/music-reviews/best-day-of-my-life-cd-single
706	https://www.commonsensemedia.org/music-reviews/magic-cd-single
707	https://www.commonsensemedia.org/music-reviews/am-i-wrong-cd-single
708	https://www.commonsensemedia.org/music-reviews/skyscraper-cd-single
709	https://www.commonsensemedia.org/music-reviews/get-back-cd-single
710	https://www.commonsensemedia.org/music-reviews/perform-this-way-cd-single
711	https://www.commonsensemedia.org/music-reviews/wanted-cd-single
712	https://www.commonsensemedia.org/music-reviews/celebrate-me-home-cd-single
713	https://www.commonsensemedia.org/music-reviews/spotlight-cd-single
714	https://www.commonsensemedia.org/music-reviews/break-anotha-cd-single
715	https://www.commonsensemedia.org/music-reviews/baby-love-cd-single
716	https://www.commonsensemedia.org/music-reviews/come-on-over-cd-single
717	https://www.commonsensemedia.org/music-reviews/got-me-going-cd-single
718	https://www.commonsensemedia.org/music-reviews/damaged-cd-single
719	https://www.commonsensemedia.org/music-reviews/mercy-cd-single
720	https://www.commonsensemedia.org/music-reviews/bossy-cd-single
721	https://www.commonsensemedia.org/music-reviews/no-air-cd-single
722	https://www.commonsensemedia.org/music-reviews/crush-cd-single
723	https://www.commonsensemedia.org/music-reviews/goodbye-cd-single
724	https://www.commonsensemedia.org/music-reviews/fireflies-cd-single
725	https://www.commonsensemedia.org/music-reviews/something-like-a-party-cd-single
726	https://www.commonsensemedia.org/music-reviews/cowboy-casanova-cd-single
727	https://www.commonsensemedia.org/music-reviews/this-too-shall-pass-cd-single
728	https://www.commonsensemedia.org/music-reviews/beautiful-day-cd-single
729	https://www.commonsensemedia.org/music-reviews/undo-it-cd-single
730	https://www.commonsensemedia.org/music-reviews/stuck-like-glue-cd-single
731	https://www.commonsensemedia.org/music-reviews/a-year-without-rain-cd-single
732	https://www.commonsensemedia.org/music-reviews/shakespeare-cd-single
733	https://www.commonsensemedia.org/music-reviews/rocketeer-cd-single
734	https://www.commonsensemedia.org/music-reviews/marry-me-cd-single
735	https://www.commonsensemedia.org/music-reviews/alligator-sky-cd-single
736	https://www.commonsensemedia.org/music-reviews/honey-bee-cd-single
737	https://www.commonsensemedia.org/music-reviews/give-a-little-cd-single
738	https://www.commonsensemedia.org/music-reviews/every-teardrop-is-a-waterfall-cd-single
739	https://www.commonsensemedia.org/music-reviews/love-on-top-cd-single
740	https://www.commonsensemedia.org/music-reviews/paradise-cd-single
741	https://www.commonsensemedia.org/music-reviews/gonna-get-over-you-cd-single
742	https://www.commonsensemedia.org/music-reviews/not-over-you-cd-single
743	https://www.commonsensemedia.org/music-reviews/call-me-maybe-cd-single
744	https://www.commonsensemedia.org/music-reviews/drive-by-cd-single
745	https://www.commonsensemedia.org/music-reviews/feel-so-close-cd-single
746	https://www.commonsensemedia.org/music-reviews/back-in-time-cd-single
747	https://www.commonsensemedia.org/music-reviews/both-of-us-cd-single
748	https://www.commonsensemedia.org/music-reviews/too-close-cd-single
749	https://www.commonsensemedia.org/music-reviews/springsteen-cd-single
750	https://www.commonsensemedia.org/music-reviews/the-fighter-cd-single
751	https://www.commonsensemedia.org/music-reviews/good-time-cd-single
752	https://www.commonsensemedia.org/music-reviews/take-a-little-ride-cd-single
753	https://www.commonsensemedia.org/music-reviews/chasing-the-sun-cd-single
754	https://www.commonsensemedia.org/music-reviews/turn-up-the-radio-cd-single
755	https://www.commonsensemedia.org/music-reviews/we-are-never-ever-getting-back-together-cd-single
756	https://www.commonsensemedia.org/music-reviews/i-will-wait-cd-single
757	https://www.commonsensemedia.org/music-reviews/feel-again-cd-single
758	https://www.commonsensemedia.org/music-reviews/between-the-raindrops-cd-single
759	https://www.commonsensemedia.org/music-reviews/ronan-cd-single
760	https://www.commonsensemedia.org/music-reviews/ho-hey-cd-single
761	https://www.commonsensemedia.org/music-reviews/this-kiss-cd-single
762	https://www.commonsensemedia.org/music-reviews/begin-again-cd-single
763	https://www.commonsensemedia.org/music-reviews/i-knew-you-were-trouble-cd-single
764	https://www.commonsensemedia.org/music-reviews/state-of-grace-cd-single
765	https://www.commonsensemedia.org/music-reviews/sweet-nothing-cd-single
766	https://www.commonsensemedia.org/music-reviews/cruise-cd-single
767	https://www.commonsensemedia.org/music-reviews/i-found-you-cd-single
768	https://www.commonsensemedia.org/music-reviews/try-cd-single
769	https://www.commonsensemedia.org/music-reviews/kiss-you-cd-single
770	https://www.commonsensemedia.org/music-reviews/daylight-cd-single
771	https://www.commonsensemedia.org/music-reviews/when-i-was-your-man-cd-single
772	https://www.commonsensemedia.org/music-reviews/harlem-shake-cd-single
773	https://www.commonsensemedia.org/music-reviews/little-talks-cd-single
774	https://www.commonsensemedia.org/music-reviews/mirrors-cd-single
775	https://www.commonsensemedia.org/music-reviews/just-give-me-a-reason-cd-single
776	https://www.commonsensemedia.org/music-reviews/22-cd-single
777	https://www.commonsensemedia.org/music-reviews/pom-poms-cd-single
778	https://www.commonsensemedia.org/music-reviews/wagon-wheel-cd-single
779	https://www.commonsensemedia.org/music-reviews/paper-doll-cd-single
780	https://www.commonsensemedia.org/music-reviews/treasure-cd-single
781	https://www.commonsensemedia.org/music-reviews/wake-me-up-cd-single
782	https://www.commonsensemedia.org/music-reviews/team-cd-single
783	https://www.commonsensemedia.org/music-reviews/the-man-cd-single
784	https://www.commonsensemedia.org/music-reviews/summer-cd-single
785	https://www.commonsensemedia.org/music-reviews/rude-cd-single
786	https://www.commonsensemedia.org/music-reviews/love-runs-out-cd-single
787	https://www.commonsensemedia.org/music-reviews/heart-attack-cd-single
788	https://www.commonsensemedia.org/music-reviews/give-your-heart-a-break-cd-single
789	https://www.commonsensemedia.org/music-reviews/we-might-be-dead-by-tomorrow-cd-single
790	https://www.commonsensemedia.org/music-reviews/take-you-there-cd-single
791	https://www.commonsensemedia.org/music-reviews/no-surprise-cd-single
792	https://www.commonsensemedia.org/music-reviews/fire-burning-cd-single
793	https://www.commonsensemedia.org/music-reviews/the-one-cd-single
794	https://www.commonsensemedia.org/music-reviews/party-in-the-usa-cd-single
795	https://www.commonsensemedia.org/music-reviews/down-cd-single
796	https://www.commonsensemedia.org/music-reviews/whatcha-say-cd-single
797	https://www.commonsensemedia.org/music-reviews/impossible-cd-single
798	https://www.commonsensemedia.org/music-reviews/jar-of-hearts-cd-single
799	https://www.commonsensemedia.org/music-reviews/pray-for-you-cd-single
800	https://www.commonsensemedia.org/music-reviews/the-only-exception-cd-single
801	https://www.commonsensemedia.org/music-reviews/radioactive-cd-single
802	https://www.commonsensemedia.org/music-reviews/animal-cd-single
803	https://www.commonsensemedia.org/music-reviews/dancing-crazy-cd-single
804	https://www.commonsensemedia.org/music-reviews/just-a-kiss-cd-single
805	https://www.commonsensemedia.org/music-reviews/hair-cd-single
806	https://www.commonsensemedia.org/music-reviews/remind-me-cd-single
807	https://www.commonsensemedia.org/music-reviews/wanted-you-more-cd-single
808	https://www.commonsensemedia.org/music-reviews/it-girl-cd-single
809	https://www.commonsensemedia.org/music-reviews/it-will-rain-cd-single
810	https://www.commonsensemedia.org/music-reviews/good-feeling-cd-single
811	https://www.commonsensemedia.org/music-reviews/without-you-cd-single
812	https://www.commonsensemedia.org/music-reviews/somebody-that-i-used-to-know-cd-single
813	https://www.commonsensemedia.org/music-reviews/good-girl-cd-single
814	https://www.commonsensemedia.org/music-reviews/where-have-you-been-cd-single
815	https://www.commonsensemedia.org/music-reviews/beauty-and-a-beat-cd-single
816	https://www.commonsensemedia.org/music-reviews/everybody-talks-cd-single
817	https://www.commonsensemedia.org/music-reviews/50-ways-to-say-goodbye-cd-single
818	https://www.commonsensemedia.org/music-reviews/two-black-cadillacs-cd-single
819	https://www.commonsensemedia.org/music-reviews/summer-fling-cd-single
820	https://www.commonsensemedia.org/music-reviews/royals-cd-single
821	https://www.commonsensemedia.org/music-reviews/applause-cd-single
822	https://www.commonsensemedia.org/music-reviews/wrecking-ball-cd-single
823	https://www.commonsensemedia.org/music-reviews/all-of-me-cd-single
824	https://www.commonsensemedia.org/music-reviews/not-a-bad-thing-cd-single
825	https://www.commonsensemedia.org/music-reviews/classic-cd-single
826	https://www.commonsensemedia.org/music-reviews/love-never-felt-so-good-cd-single
827	https://www.commonsensemedia.org/music-reviews/maps-cd-single
828	https://www.commonsensemedia.org/music-reviews/dirt-cd-single
829	https://www.commonsensemedia.org/music-reviews/if-i-were-a-boy-cd-single
830	https://www.commonsensemedia.org/music-reviews/thinking-of-you-cd-single
831	https://www.commonsensemedia.org/music-reviews/my-life-would-suck-without-you-cd-single
832	https://www.commonsensemedia.org/music-reviews/know-your-enemy-cd-single
833	https://www.commonsensemedia.org/music-reviews/knock-you-down-cd-single
834	https://www.commonsensemedia.org/music-reviews/second-chance-cd-single
835	https://www.commonsensemedia.org/music-reviews/changed-man-cd-single
836	https://www.commonsensemedia.org/music-reviews/paparazzi-cd-single
837	https://www.commonsensemedia.org/music-reviews/bad-romance-cd-single
838	https://www.commonsensemedia.org/music-reviews/i-can-transform-ya-cd-single
839	https://www.commonsensemedia.org/music-reviews/up-out-my-face-cd-single
840	https://www.commonsensemedia.org/music-reviews/alejandro-cd-single
841	https://www.commonsensemedia.org/music-reviews/bulletproof-cd-single
842	https://www.commonsensemedia.org/music-reviews/mine-cd-single
843	https://www.commonsensemedia.org/music-reviews/just-a-dream-cd-single
844	https://www.commonsensemedia.org/music-reviews/back-to-december-cd-single
845	https://www.commonsensemedia.org/music-reviews/mean-cd-single
846	https://www.commonsensemedia.org/music-reviews/dear-john-cd-single
847	https://www.commonsensemedia.org/music-reviews/innocent-cd-single
848	https://www.commonsensemedia.org/music-reviews/the-story-of-us-cd-single
849	https://www.commonsensemedia.org/music-reviews/what-the-hell-cd-single
850	https://www.commonsensemedia.org/music-reviews/rolling-in-the-deep-cd-single
851	https://www.commonsensemedia.org/music-reviews/the-edge-of-glory-cd-single
852	https://www.commonsensemedia.org/music-reviews/best-thing-i-never-had-cd-single
853	https://www.commonsensemedia.org/music-reviews/good-life-cd-single
854	https://www.commonsensemedia.org/music-reviews/i-wanna-go-cd-single
855	https://www.commonsensemedia.org/music-reviews/you-and-i-cd-single
856	https://www.commonsensemedia.org/music-reviews/someone-like-you-cd-single
857	https://www.commonsensemedia.org/music-reviews/criminal-cd-single
858	https://www.commonsensemedia.org/music-reviews/the-one-that-got-away-cd-single
859	https://www.commonsensemedia.org/music-reviews/holocene-cd-single
860	https://www.commonsensemedia.org/music-reviews/set-fire-to-the-rain-cd-single
861	https://www.commonsensemedia.org/music-reviews/glory-cd-single
862	https://www.commonsensemedia.org/music-reviews/glad-you-came-cd-single
863	https://www.commonsensemedia.org/music-reviews/live-my-life-cd-single
864	https://www.commonsensemedia.org/music-reviews/so-good-cd-single
865	https://www.commonsensemedia.org/music-reviews/rumour-has-it-cd-single
866	https://www.commonsensemedia.org/music-reviews/payphone-cd-single
867	https://www.commonsensemedia.org/music-reviews/titanium-cd-single
868	https://www.commonsensemedia.org/music-reviews/let-it-roll-cd-single
869	https://www.commonsensemedia.org/music-reviews/want-u-back-cd-single
870	https://www.commonsensemedia.org/music-reviews/gangnam-style-cd-single
871	https://www.commonsensemedia.org/music-reviews/carry-on-cd-single
872	https://www.commonsensemedia.org/music-reviews/walking-on-air-cd-single
873	https://www.commonsensemedia.org/music-reviews/demons-cd-single
874	https://www.commonsensemedia.org/music-reviews/sweater-weather-cd-single
875	https://www.commonsensemedia.org/music-reviews/love-lockdown-cd-single
876	https://www.commonsensemedia.org/music-reviews/pumped-up-kicks-cd-single
877	https://www.commonsensemedia.org/music-reviews/violet-hill-cd-single
878	https://www.commonsensemedia.org/music-reviews/i-kissed-a-girl-cd-single
879	https://www.commonsensemedia.org/music-reviews/shake-it-cd-single
880	https://www.commonsensemedia.org/music-reviews/american-boy-cd-single
881	https://www.commonsensemedia.org/music-reviews/womanizer-cd-single
882	https://www.commonsensemedia.org/music-reviews/kiss-me-thru-the-phone-cd-single
883	https://www.commonsensemedia.org/music-reviews/obsessed-cd-single
884	https://www.commonsensemedia.org/music-reviews/good-girls-go-bad-cd-single
885	https://www.commonsensemedia.org/music-reviews/papers-cd-single
886	https://www.commonsensemedia.org/music-reviews/all-the-right-moves-cd-single
887	https://www.commonsensemedia.org/music-reviews/omg-cd-single
888	https://www.commonsensemedia.org/music-reviews/misery-cd-single
889	https://www.commonsensemedia.org/music-reviews/grenade-cd-single
890	https://www.commonsensemedia.org/music-reviews/hold-it-against-me-cd-single
891	https://www.commonsensemedia.org/music-reviews/the-cave-cd-single
892	https://www.commonsensemedia.org/music-reviews/on-the-floor-cd-single
893	https://www.commonsensemedia.org/music-reviews/blow-cd-single
894	https://www.commonsensemedia.org/music-reviews/till-the-world-ends-cd-single
895	https://www.commonsensemedia.org/music-reviews/summer-rain-cd-single
896	https://www.commonsensemedia.org/music-reviews/the-lazy-song-cd-single
897	https://www.commonsensemedia.org/music-reviews/give-me-everything-cd-single
898	https://www.commonsensemedia.org/music-reviews/judas-cd-single
899	https://www.commonsensemedia.org/music-reviews/written-in-the-stars-cd-single
900	https://www.commonsensemedia.org/music-reviews/dirty-dancer-cd-single
901	https://www.commonsensemedia.org/music-reviews/the-show-goes-on-cd-single
902	https://www.commonsensemedia.org/music-reviews/how-to-love-cd-single
903	https://www.commonsensemedia.org/music-reviews/california-king-bed-cd-single
904	https://www.commonsensemedia.org/music-reviews/sexy-and-i-know-it-cd-single
905	https://www.commonsensemedia.org/music-reviews/marry-the-night-cd-single
906	https://www.commonsensemedia.org/music-reviews/you-da-one-cd-single
907	https://www.commonsensemedia.org/music-reviews/turn-me-on-cd-single
908	https://www.commonsensemedia.org/music-reviews/brokenhearted-cd-single
909	https://www.commonsensemedia.org/music-reviews/it-all-belongs-to-me-cd-single
910	https://www.commonsensemedia.org/music-reviews/girl-gone-wild-cd-single
